source_id,calories_kcal,proteines_g,glucides_g,lipides_g
13129,,0.32,14.9,0.48
13151,65.1,0.5,15.1,0.08
13152,,0.32,19.5,0.2
13153,58.9,0.5,13.4,0.3
13154,,0.41,16.9,0.56
13175,,0.5,21,0.5
13176,,0.26,11.2,0.36
13185,80.1,0.25,18.6,0.15
13187,56.4,1.13,11.7,0.3
13998,,0.8,25.1,0.54
13704,,0.5,16.2,0.25
13705,,0.25,16.2,0.25
13706,,0.5,17.4,0.5
13707,,0.5,18.3,0.5
13708,,0.5,14.4,0.5
13709,,0.5,14.5,0.061
13712,,0.94,13.7,0.5
13713,,0.81,14,0.043
13714,,0.5,16.2,0.5
13715,,0.29,16.6,0.5
13716,,0.5,13.6,0.5
13717,,0.5,13.6,0.5
13718,,0.5,15.9,0.5
13719,,0.5,16,0.078
13730,,0.5,13.8,0.5
13731,,0.31,14.1,0.038
13734,64.9,0.5,13.9,0.4
13735,,0.3,14.5,0.12
13001,239,2.88,59.1,0.5
13011,,1.81,64.7,0.25
13013,,2.99,54.3,0.87
13042,229,1.63,55.4,0.4
13046,321,3,73.2,0.9
13051,389,2.19,69.5,10.5
13089,,3.89,78.4,1.81
13111,,0.78,57.2,0.31
13118,,5,68.9,1
13178,333,0.5,76.4,1
13623,200,2.31,51.1,0.4
13400,,0.28,13.3,0.1
13401,,0.48,10.8,0.05
13402,,0.56,,0
13403,,0.31,,2.87
13404,,0.56,,0.097
13405,,0.48,,0.3
13406,,0.96,68.7,18.7
13407,,0.83,,0.0067
13408,,4.52,,0.15
13409,,0.063,,0.03
13410,,0.48,,0.14
13411,,0.69,,0.46
13412,,0.65,,0.43
13413,,1.08,,0.37
13414,,0.69,,0
13415,,0.35,,0.57
13417,,0.61,8.63,0.57
13418,,0.6,10.8,0
13419,,0.88,,0.19
13420,,0.42,,0.19
13421,,0.29,7.13,0.19
13422,,0.44,6.55,0.28
13423,,0.69,9.97,0.21
13424,,0.67,6.34,0.26
13426,,0.32,18.5,
13427,,1.28,20.9,
13428,,0.71,18.3,
13429,,1.31,12.2,
13430,,1.08,,0.047
13431,,0.6,,0.67
13432,,0.73,,0.43
13433,,0.77,,0.26
13434,,0.79,,0.11
13435,,1.48,,0.57
13436,,0.44,,0.023
13437,,0.88,,0.22
13438,,0.54,,0.03
13439,,0.6,,0.07
13440,,1.98,,0.21
13200,88.8,0.75,19.3,0.5
13201,71.8,0.94,15.1,0.3
13202,40,0.56,7.88,0.3
9570,,5.69,70.4,3.43
15000,,18.8,9.51,51.3
15001,,22.8,14.8,49.1
15002,,22.9,15,50
15004,,14.4,7.16,56.9
15005,,13.3,6.88,67.3
15006,,3.33,6.22,33.5
15007,,6.62,8.55,66.3
15008,,14.8,6.17,66.1
15009,,18.9,15.9,49.5
15010,,17.6,9.85,49.7
15011,,21.3,10.1,55.5
15013,,1.28,55,0.67
15014,,3.33,6.22,33.5
15016,,0.96,59.8,0.7
15018,560,16.6,27.1,39.6
15019,,15.2,26.7,49.5
15020,,2,23,1.38
15021,,3.17,47.9,2.2
15023,,11,9.94,31.8
15024,,1.81,36.5,2.23
15025,,13.7,6.31,65
15026,,9.57,5.43,72.6
15027,,7.91,5.22,75.8
15028,,30.2,4.71,49.1
15029,,3.28,0.91,0.7
15032,,29.7,39.3,12.6
15033,,14.4,5.21,66
15034,,20.2,6.6,36.6
15035,,21.1,4.5,56.1
15037,,21.6,18.2,47.7
15038,,17,9.14,48
15039,,1.96,28.8,1.4
15041,,21.4,8.76,52.5
15042,,21.1,8.72,53.9
15043,,7.04,9.95,70.2
15044,,18.4,18.6,47.4
15045,,19.3,15.1,49.8
15046,,10.2,5,73
15047,,16.5,7.72,30.7
15048,,8.29,32.2,26.3
15049,541,12.5,31.8,37.2
15050,,13.4,7.67,61.2
15052,,18,3.56,42.2
15053,,23.4,11.3,51.9
15054,618,17.4,21.3,48.1
15055,630,17.4,23.5,49
15201,432,5.8,70.3,13.5
15202,,22.2,16.1,52.5
15203,,17.7,13.8,53.4
20581,,15.5,9.54,22
20901,432,34.5,20.8,19.2
9081,149,5.54,27.4,0.9
9085,147,4.78,18.8,4.3
9086,165,3.5,21.4,6.9
9103,158,3.21,32.6,1
9104,145,2.92,31.8,0.41
9105,146,2.95,31.7,0.56
9110,141,3.45,28.2,0.69
9111,102,3.8,19.7,0.34
9124,143,2.92,30.5,0.7
9125,117,2.74,24.4,0.6
9313,75.5,2.54,11.9,1.52
9322,119,2.26,24.4,0.44
9331,116,3.51,22.4,1
9341,149,4.66,27.9,1.1
9615,77.5,1.38,16.9,0.3
9683,157,4.56,31,1
9691,111,3.73,21.7,0.5
9811,126,3.99,25,0.55
9816,168,5.76,32,1.3
9822,134,4.57,23,2
9824,163,3.09,34.4,1.1
9871,128,4.55,23.4,0.9
9875,170,3.15,36.6,0.8
9876,168,11.7,25.1,0.8
9901,89.3,1.43,20.1,0.5
9903,61.2,0.57,14.4,0.1
25479,185,5.6,34.4,2.4
25510,177,5.01,33.6,2.05
25579,181,6.34,34,7.88
51511,76,2.04,14,0.48
9001,344,14.6,59.5,2.43
9003,342,14.5,59.5,2.13
9011,211,7.49,41.4,1.27
9060,343,12.1,62.4,2.24
9080,359,13.7,67.7,1.83
9100,352,7.04,78,0.91
9101,356,7.11,78.6,0.98
9102,350,7.02,71.4,2.8
9108,344,11.1,69.2,0.94
9109,352,7.97,70.6,3
9119,353,7.67,77.8,0.84
9120,,2.86,28.3,
9121,355,7.14,78.1,1
9200,346,8.1,67.2,3.7
9310,378,16.9,55.7,6.9
9320,334,12.5,56.2,2.3
9321,346,9.91,68.6,1.16
9330,359,11,64.3,4.21
9340,358,13.2,58.1,6.07
9345,369,13.5,58.6,7.02
9360,349,10.6,65.4,3.46
9380,356,12.9,64.6,3.55
9390,334,9.83,61,1.97
9610,352,10.9,71.6,1.25
9611,122,3.42,24,0.8
9612,354,13.7,59,4
9614,350,7.88,74,1.8
9681,365,12,72.7,1.45
9690,351,11.5,66.8,1.71
9810,336,11.5,65.8,1.79
9815,283,10.1,53.8,1.87
9821,381,14,68,4.72
9863,371,11.9,71,3
9870,353,11.8,67.6,2.2
9874,356,6.17,79,1.24
9900,365,7.44,80.5,1
9902,344,0.57,84.7,0.14
26264,176,4.66,35,1.42
26265,200,6.2,37,2.6
51510,323,9.62,55.8,2.25
7000,276,8.21,54.4,1.61
7001,287,8.27,58.3,1.4
7002,261,7.41,53.1,1.3
7007,279,8.15,56.6,1
7010,265,8.6,54,0.33
7012,266,7.9,52,2
7025,257,8.68,49.9,1.19
7100,253,7.52,50,1.3
7110,244,8.38,44.3,1.8
7111,262,8.51,43.7,4.06
7112,278,6.84,46,5.5
7113,274,8.81,43.6,5.41
7115,249,8.03,44.4,2.6
7125,260,8.27,51.5,1
7130,261,2.62,51.8,3.3
7160,279,8.3,56.5,1.3
7170,272,7.66,55.9,1.1
7180,259,7.53,53,0.92
7200,278,7.13,52.3,3.6
7201,271,7.52,49.5,3.8
7210,309,7.87,52.4,6.5
7255,269,9.58,46.9,3.2
7256,217,12.5,32.9,1.87
7257,228,10.6,39.6,1.88
7258,272,9.26,47.3,3.98
7259,293,9.07,49.7,5.35
7260,256,7.81,52.1,0.9
7261,240,7.98,46.7,0.9
7262,285,8.89,46.3,5.75
7263,330,9.18,54.6,7.1
7813,313,9.06,54.7,5.8
7815,327,8.34,52.1,8.2
23805,,5.98,33.7,11.2
7004,317,9.46,64,1.3
7300,409,9.8,76.6,5.9
7301,417,10.9,69,9.28
7310,405,10.4,74,5.88
7330,398,11.8,66.7,7.22
7340,393,11.7,67,6.17
7351,450,7.75,75,12
7352,385,7.32,80.5,3
7353,394,8.43,82.4,2.5
7354,,7.08,,1.7
7400,404,9.76,74.4,6.16
7403,419,10.6,70.8,9.19
7407,402,8.89,68.5,8.25
7409,396,10.3,63,9
7410,379,9.97,73.7,3.57
7420,398,10.5,66.4,8
7421,401,7.98,70.8,8
7425,419,11.1,68.8,9.3
7431,374,12.3,70,2.85
7432,495,8.38,59.1,24.1
7500,374,11.6,70,3.77
7525,433,12.7,65.3,11.8
38500,492,8.81,58.9,24.1
9230,485,11,52.6,23.8
9231,417,10.2,60,12.3
9232,418,3,85.4,6.5
38104,508,3.1,63.7,26.6
38105,495,6.56,59.5,24.7
38106,484,4.25,60.5,24.1
38107,379,11.2,74.4,3.13
38108,409,17.4,58.3,9.33
38399,486,9.2,60.3,22.3
38400,489,6.96,62.1,23
38401,537,13.8,46.3,32.2
38402,499,10.5,59,23.9
38403,410,6.53,73.1,9.33
38404,487,13.3,54.8,22.9
38405,521,4.63,59.1,28.8
38406,518,15.8,45.4,29.7
38407,509,12.3,53.7,26.5
38408,555,9.3,48.8,35.6
4090,348,0,86.3,0.2
9311,367,13.3,57.9,6.51
9410,343,9.61,68.6,1.5
9415,342,11.4,64.9,1.52
9435,346,13.6,67.6,1
9436,350,9.03,73.7,1
9437,350,9.12,74,1
9440,356,9.06,75.9,0.82
9445,355,9.95,73.2,1.18
9480,352,11.4,64,3
9510,362,0.43,89.2,0.25
9520,357,7.62,73.9,2.5
9530,315,15.9,44.8,2.22
9532,344,8.12,70.7,1.37
9533,344,7.24,70.9,1.12
9540,348,11.5,68.4,2.19
9545,361,6.23,78.1,2.1
9550,339,9.91,64.5,2.3
9555,350,10.2,63.2,4.1
9580,359,22.4,47,6.69
20900,460,35.8,22.9,21.4
96781,343,0.6,85,0
23402,279,7.71,44.6,7.01
23410,377,5.35,43.6,19.5
23412,505,7.47,58.3,26.4
23414,384,5.77,44.9,19.5
23415,387,5.65,43.3,20.7
23416,497,7.58,61.1,23.9
23420,377,5.41,41.4,20.4
23421,400,3.28,33.3,27.4
23422,531,7.19,54.1,31
23424,368,5.6,39.7,20.1
23425,398,4.99,35.3,25.8
23426,509,4.61,57,28.7
23430,378,6.16,82.4,1.76
23440,404,5.3,51,19.6
23442,505,5.7,64.4,24.6
23444,383,5.95,53.6,15.8
23445,289,7.1,50.8,6
23446,423,4.9,60.9,17.5
23448,469,6.2,63,20.9
37001,240,7.05,44.2,3.45
51550,283,7,59,1.5
96778,324,7.75,55.3,7.1
6584,173,28.1,0.26,6.55
6585,195,26,0.027,10.1
6999,182,27.2,0.24,8.04
36900,166,27.6,0.28,5.96
6100,198,25.5,0.1,10.7
6101,240,32.1,0,12.4
6104,102,21,0.2,1.9
6105,194,28.8,,8.71
6110,182,27.1,0,8.17
6123,269,37.3,0,13.3
6131,174,21.6,,9.76
6141,236,39.2,,8.82
6151,161,31,,4.1
6161,141,28.7,,2.92
6162,146,29.8,,3.03
6200,128,27.6,,1.95
6205,171,23,,8.8
6207,123,25,,2.5
6208,144,26.7,,4.11
6210,117,21.9,0.3,3.16
6211,162,25,,6.94
6214,147,27.3,,4.2
6230,172,34,,4.05
6241,184,33,,5.8
6251,155,25.5,0,5.85
6253,210,26.1,0,11.8
6255,239,23.6,0,16.1
6257,265,23,0.14,19.2
6259,231,23.8,0.0018,15.1
6271,251,36.8,0.2,11.4
6310,196,28,,9.3
6511,156,25.1,0,6.24
6512,171,28,,6.6
6520,147,31,,2.5
6523,147,29.1,,3.44
6524,147,29.1,,3.44
6531,201,23.4,0.5,11.7
6551,143,28.1,0,3.39
6562,166,27.6,,6.17
6563,219,36.4,,8.14
6564,169,29,0.74,5.55
6581,207,37.4,,6.43
6582,187,21,,11.4
6591,233,34.9,,10.4
28007,240,27.1,0,14.7
28009,208,24.8,,12.1
28010,253,30,0,14.8
28101,211,29.6,0,10.3
28103,266,36.9,,13.1
28105,206,34.1,0.6,7.45
28202,198,28.3,0,9.39
28203,168,26.1,,7.1
28205,205,29.1,0.24,9.78
28301,163,30.5,0.65,4.31
28401,333,23.1,0.13,26.6
28451,295,26.2,0.1,21.2
28461,200,36,,6.2
36004,213,25.9,2,11.3
36005,213,28.9,2.1,9.88
36006,171,24.8,0,8.03
36018,141,30.1,0,2
36030,188,24.8,0.7,9.52
36031,188,26.1,0.55,9.1
36032,189,29.8,0,7.78
36033,247,23.8,0,16.9
36041,144,31.1,0,1.8
36302,151,29.1,0,3.84
36306,124,28.5,0,1.09
36308,128,24.6,0.5,3.04
21501,240,25.7,,15.2
21503,169,26.8,0,6.85
21506,252,30.5,0.1,14.5
21507,197,24.9,0,10.8
21508,365,33.6,,25.6
21509,157,26.3,,5.78
21512,185,26.1,0,9.01
21513,153,26.1,0,5.45
21518,174,27.6,,7.08
21519,222,35.2,,9.03
21520,153,26.1,,5.45
21522,157,26.3,0,5.78
21523,208,28.1,0.011,10.6
21524,157,26.3,0,5.78
14000,150,30.2,0,3.19
14003,153,28.3,0,4.38
14007,150,30.2,0,3.19
14008,152,29.6,0,3.74
36402,239,32.4,0,12.1
36603,217,25.1,0,13
6902,138,28,0,2.85
6906,135,27.9,,2.58
6907,163,26.6,,6.27
6908,169,28.2,,6.24
6909,173,28.3,,6.68
6910,144,29.7,,2.75
21801,136,27.1,0,3.03
34000,197,30.4,0,8.41
34002,167,20.5,0.5,9.2
34004,164,33,0,3.51
36051,221,29,0,11.7
36102,206,26.8,0,10.9
36200,331,19,0,28.4
36202,194,23.3,0,11.2
36205,222,26.7,,12.8
36502,230,29,0,12.7
36503,298,25.2,0,21.9
36602,213,23.9,0,13
36801,168,26.2,0,7.07
40003,145,12.6,0.8,10.2
40004,174,12.4,0.05,13.8
40007,133,11.5,0,9.63
40053,133,23,0.15,4.5
40056,177,26.4,0.1,7.92
40057,167,24.9,0,7.52
40059,179,25,1.93,7.91
40103,157,23,3.16,5.8
40105,165,26.3,2.2,5.71
40107,121,19,4.47,3.02
40109,164,25.8,0,6.4
40113,159,26,3.76,4.4
40116,160,24.5,0.8,6.51
40118,182,27,0,8.18
40201,237,21,0,17
40203,235,23.7,0,15.6
40303,227,22.8,0,15.1
40305,136,21,0,5.8
40401,161,26.1,0,6.31
40403,171,27,0,7
40405,144,25.4,0,4.7
40406,127,23.7,0,3.62
40408,167,26,0,7
40601,162,25.1,1.36,6.24
40701,149,32.4,0,2.1
6001,251,18.7,,19.6
6002,168,20.4,0,9.64
6003,201,19,1.45,13.2
6102,148,21.3,0,7.05
6103,231,19.4,0,17.1
6106,111,22.9,0.38,2.02
6111,152,22.3,0.6,6.74
6116,132,21.6,0.22,4.95
6122,287,18.4,0,23.7
6130,154,19,0,8.63
6140,136,22.3,0.4,5.02
6150,122,20.9,0,4.25
6160,116,23.1,0.57,2.34
6201,223,19.2,0,16.2
6202,118,21.8,0,3.36
6204,138,19.9,0.62,6.18
6206,114,22.5,0.4,2.5
6212,133,20.4,0,5.67
6231,164,24,0,7.5
6240,198,20.1,0.78,12.7
6250,130,21.9,0.3,4.59
6252,171,20,0.05,10.1
6254,209,20.2,0.47,14.1
6256,249,17.3,0,20
6270,144,21.2,0,6.54
6311,203,21.5,0.23,12.9
6510,189,18.3,0,12.9
6513,145,19.5,0.4,7.25
6521,108,20.7,0.58,2.6
6522,111,21.8,0,2.58
6530,95,20.6,0,1.4
6535,243,16.7,0.4,19.5
6536,208,18.2,,15
6540,176,18.7,0,11.2
6550,145,27.3,0,3.96
6560,124,20.7,0,4.63
6580,184,19.1,,12
6583,118,21.3,0,3.66
6590,133,19.8,,5.92
28001,178,18.9,0.38,11.2
28002,253,17,0,20.5
28003,175,20.8,0.75,9.89
28004,187,19.9,0,12
28100,164,19.8,0.38,9.3
28102,149,20.2,0,7.56
28104,146,22.7,0.4,5.94
28201,117,21.2,0,3.6
28204,123,21.2,0.4,4.09
28300,153,22.3,0.5,6.86
28302,198,18,0.1,14
28400,237,18,0.6,18
28460,129,21.5,0,4.76
28470,744,4.51,0.1,80.6
28471,475,11.6,0.14,47.5
28472,187,18.9,0.23,12.3
28473,141,20.9,0.28,6.3
28474,148,20.2,0.28,7.31
28475,212,18.8,0.24,15.1
28476,293,17.3,0.26,24.7
28477,174,19.9,0.25,10.4
28479,323,15.9,0.22,28.7
28480,146,22.3,0.37,6.2
36002,192,17.3,0,13.5
36003,113,20,0,3.73
36007,123,21.2,0,4.3
36008,135,21.5,0.2,5.4
36016,173,20.2,0.3,10.1
36017,110,23.4,0,1.5
36019,116,19.7,0,4.12
36020,210,18.6,,15.1
36022,155,18.4,0,9.05
36023,181,20.4,0,11
36024,114,19.3,0,4.05
36029,157,21.1,0,8.08
36037,193,18.1,0,13.3
36038,173,19.1,0,10.6
36039,118,24.6,0,1.8
36040,113,25.2,0,1
36300,132,23.4,0,4.31
36301,110,22.4,0.8,1.88
36304,109,24.1,0.51,1.22
36305,150,19.8,0,7.85
36307,109,21.3,0.4,2.5
36310,192,20.2,0,12.3
21001,137,20.6,,6.11
21003,204,18.3,0.1,14.5
21004,204,18.1,,14.6
21005,204,18.1,,14.6
21006,225,18,,17
21500,368,14.4,0,34.5
21502,128,20,0.48,5.13
21504,170,18.3,0.45,10.6
21505,139,19.6,0,6.76
21514,195,18,,13.7
21515,236,17.5,0,18.4
21516,242,17.6,2.3,18
21517,276,16.9,0,23.1
21521,273,16.3,0.92,22.6
21525,205,16.3,1.38,15
14002,147,20.7,0,7.13
14004,111,21.6,0,2.67
14005,110,23,0,2
14006,113,23.7,0,2.04
36401,127,23.3,0,3.78
36403,164,23.2,0,7.95
6900,167,18.8,0.6,10
6901,129,21.4,0.4,4.6
6903,106,22.7,,1.68
6904,121,22.2,,3.58
6905,118,22.1,,3.34
21800,103,20.6,0,2.31
34001,189,20.4,0.66,11.6
34003,108,21.8,0,2.32
36000,215,17.8,0.4,15.8
36001,124,20.9,0,4.51
36014,131,19.6,0,5.92
36050,183,21.8,0,10.6
36100,136,21.5,0,5.55
36101,126,22.5,0.5,3.81
36201,126,19.4,0,5.33
36203,103,18.7,,3.1
36204,284,17.4,2.75,22.6
36206,340,17.9,0.85,29.4
36500,155,22.6,0,7.12
36501,365,15.7,0,33.6
36600,222,18.9,0.7,16
36700,143,22.8,0,5.75
36702,107,25.1,0,0.7
36703,121,21.3,0,4
36800,159,20.2,0,8.7
40002,122,10.4,0.8,8.58
40005,124,10.3,0,9.21
40006,117,10.3,0.5,8.21
40052,103,18.5,0.7,2.95
40054,149,15.6,0.7,9.32
40055,135,16.7,0.4,7.44
40058,119,16.5,0.4,5.68
40060,109,17.1,0.4,4.33
40062,106,16.1,1.8,3.84
40102,148,21.8,2.92,5.45
40104,138,21,3.67,4.3
40106,120,15.5,5.64,3.4
40108,133,21.3,1.13,4.88
40110,132,19,5,4
40111,121,18.8,1.1,4.62
40115,123,18.3,0,5.5
40119,127,20.6,1.85,4.2
40120,129,16.3,6.3,4.29
40121,131,18.7,3.5,4.62
40202,193,16.8,0.4,13.8
40204,151,17,0.9,8.84
40205,191,16.6,0.5,13.6
40207,167,15.4,1.75,10.9
40302,122,14.6,0,7.04
40304,96.6,17.4,0,3.02
40402,95.9,17.1,0.9,2.65
40404,97.9,16.4,1.1,3.13
40407,94.1,14.7,1.13,3.43
40409,86.1,16,0.2,2.36
40502,81.5,12.1,0,3.69
40600,82.1,19.5,0.8,0.12
40700,105,17.3,0.6,3.75
30900,238,19.7,1.47,17.1
8429,152,19,0.48,7.9
28700,161,19.9,0,9.08
28727,118,23.1,0.7,2.6
28803,135,20,0.79,5.8
28900,125,20.8,0.81,4.28
28901,137,20.2,0.91,5.82
28902,117,20.5,0.77,3.52
28905,238,21.6,0.3,16.8
28906,119,20.3,1.03,3.66
28907,121,20.8,0.74,3.83
28910,125,19.5,1.7,4.5
28911,121,18,1.93,4.5
28912,137,19.4,0.55,6.3
28913,114,19.6,1.61,3.24
28917,182,20.3,1.4,10.6
28922,121,17.9,2.08,4.46
28924,123,13.7,3.58,5.98
28925,115,20,1.08,3.42
28929,132,18,1.58,5.88
28960,162,23.2,0.4,7.52
28963,106,20.7,1.39,1.79
28964,104,20.9,1.29,1.67
28800,225,25.9,0.76,13.2
28801,246,24.2,0.98,16.1
28802,192,26.3,0.3,9.5
28804,142,27.7,0.1,3.4
28811,228,28,0.63,12.6
28812,230,28.7,0.48,12.6
28844,248,27.2,0.3,15.4
28845,235,30.4,0.76,12.3
28850,284,25,1,20
28858,342,20.2,0.75,28.8
30300,418,24.2,2.41,34.5
30301,417,28.7,1.79,32.3
30302,366,27.7,1.65,27.6
30304,380,24.2,1.79,30.7
30309,451,27.3,1.7,37.1
30311,477,27.7,1.78,39.7
30005,282,18.8,0.8,22.4
30011,274,18.8,0,22.1
30050,323,14.7,0.6,29.1
30051,273,15.4,5.25,21.2
30052,309,11.8,4.4,26.5
30102,,16.8,,30.7
30104,397,16,1,36.6
30105,319,17.3,1,27.3
30108,323,15.2,0,29.1
30110,327,13.2,1,30
30115,253,15.8,1,20.6
30125,,19,,24.9
30130,231,16.8,1.19,17.7
30131,236,14,1.82,18.9
30134,271,13.7,1.24,23.4
30150,316,13.5,2.5,28
30152,,11,,43.5
30153,,11.5,,41
30154,,14.6,,33.3
30155,283,19.8,1.8,21.8
30156,315,14,2.8,27.6
30176,374,11.7,0.9,35.9
30177,,18,,30
30742,291,12.4,1.39,25.9
30746,290,12.7,1.46,25.9
30750,,10.3,,21.3
30764,224,15.7,1,17.5
30766,,13,,29.7
30778,,15.3,,25.8
30780,281,17.3,0.88,23
8120,346,16,14.1,25
8125,356,14,7.42,30
8201,358,10.1,1.45,34.6
8206,,15.2,,28.6
8211,323,15.5,1.5,28.2
8214,363,11,2.88,34
8232,320,13.2,4.44,27.1
8240,247,16.3,0.00027,20.2
8242,281,16.5,5.67,21.2
8245,284,15,4,23
8250,329,12.6,5.93,28.1
8300,341,13,2.4,31
8305,355,10.8,2.91,33.3
8312,322,11.1,10.3,26.1
8313,287,12,3.39,24.9
8315,395,10.1,7.07,36.1
8316,269,13.8,1.96,22.9
8326,459,11.4,4.67,43.8
8332,325,13.6,4.61,27.9
8391,292,11,22.9,17.1
8000,390,14.3,0.2,36.9
8001,414,16.7,0.13,38.3
8010,522,18,,50
8015,420,15.6,4.7,37.6
8025,417,14.7,,39.8
8026,377,15.3,1.03,34.6
8030,364,14.9,0.99,33.4
8040,340,16.4,0.49,30.3
8903,165,3.52,15.6,9.5
8910,187,9.3,14.1,10.1
8912,138,3.55,10.3,8.92
8932,135,3.79,10.5,8.51
8933,245,8.1,23.6,12.7
8934,,5.72,,13.1
8937,217,7.68,14.8,13.7
8109,195,32,,7.4
8110,273,25.7,0.15,18.8
8111,364,21.9,0.55,30.5
8321,535,8.41,2.32,54.6
8323,482,5.75,2.1,50
8324,489,6.88,2.43,50.1
8325,479,6.39,2,49.5
8328,600,5.94,1.41,63.4
8331,489,6.88,2.43,50.1
8350,279,15.2,1.57,23.4
8373,258,17.7,0.7,20.2
8380,,11.5,,4.7
8395,193,14.1,17.8,7
8400,173,14.1,0.2,12.9
8406,185,8.22,1.02,16.3
8450,151,26.2,0,5.17
8500,211,18.4,0.3,15.1
8501,234,18,,18
8504,271,22.5,0,20
8512,238,19,,18
8550,227,18.8,1,16.3
8551,303,24.5,1,22.3
8552,254,19.7,0.5,19
8703,313,12.2,4.5,27.1
8704,246,11.9,3.78,20.3
8705,246,11.3,4.02,19.4
8742,,11.5,9.2,16.5
8800,,9.89,4.6,17.1
8801,,10,,21
8803,227,11.3,4.8,17.8
25610,167,11.3,1,13.1
28501,270,16.6,1.01,22.1
28502,303,15.6,0.79,26.1
28503,165,31.6,0,4.3
28504,324,23.8,2,24.5
28505,188,23.1,0.1,10.5
28530,228,22.5,0.6,15.1
28540,137,11.6,0.01,10
28550,268,16.8,0.75,22
28720,275,16.7,0.96,22.6
28725,261,14.7,0.8,22.1
28860,209,38.9,1,5.47
28927,137,17.7,3.5,5.68
28976,110,22,1.28,1.73
30315,433,23.5,3.05,36.1
30316,476,20.9,2.6,41.9
30317,322,22.6,2.1,23.9
30350,451,17.7,1.05,41.8
30351,400,22.6,1.6,33.7
30352,351,21.5,1.56,28.8
30366,459,17,1.35,42.9
30700,280,15,1.63,23.6
30701,322,13.8,1.3,29
30705,346,12.5,0.6,32.7
30706,288,13.7,0.6,25.6
30707,309,14.7,22.6,17.4
30730,278,11.9,1.56,24.8
30731,305,13,1,27.5
30732,297,12.5,0.2,27.4
30789,305,15,1.4,26.7
30790,298,14.8,1.55,25.8
30791,297,16.4,0.7,25.4
30797,320,14.4,1.16,28.2
30801,,14.2,,20
1030,242,29.7,4.13,11.1
1031,197,3.56,9.45,15.4
20337,231,13.4,5.69,16.3
20338,136,11,4.97,7.2
25232,250,27.1,7.53,10.5
6260,,15.8,2.48,13.6
25089,226,14,14.6,12.2
25163,217,18.5,5.65,13.3
25173,271,22.9,12.6,14.1
25186,260,14.4,7.78,18.6
25194,247,15.7,9.46,15.7
25504,195,18.6,0.8,13
25505,191,17.1,1.02,12.9
25506,208,19.7,1.02,13.8
25512,239,13.1,16.2,13.2
25541,112,12.6,2.54,5.1
25566,131,15.6,2.1,6.5
36027,250,15.6,19.4,11.6
36035,213,22.4,2.1,12.6
36036,339,7.25,21.7,24
36318,211,14.1,13.5,10.9
25996,205,23,0,12.5
25997,98.9,23.1,0,0.73
25998,162,18.1,0,9.9
26003,93,19,,1.89
26008,89,20.9,,0.6
26012,201,23,,12.1
26013,173,16.5,0.5,11.7
26014,189,21.6,,11.4
26015,99.7,23.1,,0.81
26017,90.1,17.4,,2.27
26019,228,21.5,,15.8
26020,186,23.6,,10.2
26021,125,23.1,,3.61
26022,98.3,23,,0.7
26023,94.6,22.3,,0.6
26024,113,26,,1.01
26025,106,24.5,,0.95
26026,143,24.8,,4.86
26031,96.3,23,,0.5
26033,256,25.4,,17.2
26037,178,22,0.91,9.49
26038,195,23,,11.5
26041,136,29.9,,1.83
26059,94.6,20.3,,1.48
26060,78.2,15.7,,1.69
26061,69,15,,1
26062,72.2,15.8,,1
26073,97.8,23.2,,0.57
26081,98.2,23,,0.68
26087,294,18.8,0,24.3
26090,97,22.6,0,0.73
26093,266,28.7,,16.9
26094,118,21.3,,3.64
26120,112,21.2,,3
26126,84.9,20,,0.55
26136,194,25.1,,10.4
26147,121,26.3,,1.72
26148,126,24.6,,3.1
26152,81.3,18.3,0,0.9
26192,100,24.4,,0.5
26211,200,24.2,,11.4
26217,193,25,,10.3
26222,121,22.9,,3.3
26229,223,25.5,,13.5
26230,210,22.1,,13.5
26232,168,15.1,2,11
26234,105,24.5,,0.82
26247,173,17.3,,11.6
26248,96.7,23.6,,0.5
26999,213,22.1,0,13.8
27000,229,23.6,,15
27001,197,20.5,,12.7
27002,100,23.1,,0.88
27004,151,21.6,,7.17
27005,119,22.1,,3.42
27006,183,26.6,,8.47
27007,99.4,19,,2.6
27014,143,21.5,,6.33
27015,117,20,,4.14
27018,79,17.5,,1
27029,180,23.4,0.69,9.27
27030,147,22.2,,6.51
27031,148,23.6,,5.9
26001,113,20.3,,3.58
26006,70.8,16.3,,0.61
26009,96.5,21.2,,1.31
26011,176,17.7,,11.7
26018,67.2,15.1,,0.74
26036,194,20.5,,12.4
26042,91.5,17.2,,2.54
26043,77.6,18.1,,0.57
26044,82.6,17.6,,1.35
26047,82.4,19.8,,0.37
26048,82,15.1,,2.4
26051,194,18.1,,13.5
26052,89.9,21.4,,0.47
26053,144,24,,5.38
26055,88.6,20,,0.94
26057,80.8,18.3,,0.85
26058,77.3,18,,0.6
26063,87.6,18.9,,1.33
26064,108,25,,0.94
26065,163,19.5,,9.48
26068,97.1,22,,1.01
26069,155,23.3,,6.81
26072,82.5,19.1,,0.7
26074,97.8,23.3,,0.5
26075,89.9,16.6,,2.61
26076,121,27.2,,1.37
26079,129,18.6,,6.07
26080,93.2,18.1,,2.31
26082,130,18.9,,5.97
26083,85.4,17.5,,1.7
26084,93.4,19.9,,1.53
26085,158,18.4,,9.37
26088,129,20.9,,5.1
26091,113,20.1,,3.62
26092,111,19.6,,3.63
26095,79.3,18.8,,0.47
